,Age,log_price,log_arrival_delays,Gender_Male,Customer Type_Premium,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
31652,56.0,4.761489940243045,0.0,0,1,3,3,5,4,4,4,4,4,4,1
31653,55.0,5.339459309879212,0.0,1,1,2,2,4,2,2,2,1,2,4,0
31654,34.0,5.527085072612468,0.0,1,1,4,4,1,4,3,4,4,4,1,0
31655,57.0,5.356633443370873,0.0,0,1,1,1,5,5,5,5,5,5,5,1
31656,30.0,4.709079649378603,1.0986122886681098,0,0,3,1,3,5,3,3,5,4,5,0
31657,27.0,5.455662937271814,0.0,1,1,5,5,5,2,5,4,3,4,5,1
31658,35.0,3.890186310818972,0.0,1,1,4,4,5,4,5,3,5,2,5,1
31659,58.0,3.2406373166497136,0.0,0,1,5,5,4,4,4,5,4,4,2,1
31660,43.92341907824223,3.2311995745570328,0.0,1,1,5,3,1,3,4,4,4,4,1,0
31661,18.0,3.518091133133655,0.0,1,1,3,4,1,2,2,2,4,1,1,0
31662,49.0,5.771067221461798,0.0,1,1,2,2,5,4,4,4,3,4,4,1
31663,23.0,4.78088664372991,0.0,1,1,3,3,3,2,2,3,2,3,3,0
31664,21.0,3.5681232529781366,0.0,0,0,1,2,5,1,3,3,2,3,5,0
31665,39.0,3.1432898379116057,0.0,0,1,5,5,4,3,4,3,4,3,3,0
31666,45.0,3.8234103470715426,0.6931471805599453,0,0,0,1,1,2,2,3,5,2,5,0
31667,22.0,3.0782334950657346,0.0,1,0,0,1,3,4,1,4,3,3,3,0
31668,39.0,4.0427003290697625,0.0,0,1,5,3,1,1,4,1,5,1,4,1
31669,51.0,3.087399462079815,0.0,0,1,4,3,4,5,5,5,5,5,4,0
31670,35.0,3.6712245188752153,0.0,1,1,5,5,3,1,5,1,1,3,3,1
31671,36.0,3.101442727976105,0.0,0,0,1,4,4,4,4,3,1,3,4,0
31672,32.0,5.074360984976801,0.0,0,1,1,4,1,1,3,3,3,3,1,0
31673,45.0,4.686842334632116,0.0,0,1,5,5,4,5,3,2,1,3,4,1
31674,58.0,3.3141860046725258,0.0,0,1,3,3,1,3,3,3,2,3,4,0
31675,43.9097214811653,4.761831996001468,0.0,0,1,4,3,4,5,5,4,3,4,4,0
31676,32.0,3.813969064952758,0.0,1,1,5,5,5,4,2,3,3,4,5,1
31677,36.0,3.21124679770371,0.0,0,0,0,4,3,5,4,5,1,1,3,0
31678,39.0,5.101146096503746,0.0,0,1,3,3,1,1,3,3,4,4,1,0
31679,55.0,3.4391352210025476,1.0986122886681098,1,1,4,4,1,5,3,3,2,1,2,0
31680,55.0,5.161294170381368,0.0,0,1,1,1,2,5,5,5,5,5,4,1
31681,66.0,4.484808829316908,0.0,0,1,4,4,5,4,4,4,4,4,4,1
31682,35.0,5.145574029282837,0.0,1,1,4,4,2,5,5,5,3,5,5,1
31683,43.0,2.3513752571634776,0.0,1,1,2,2,5,5,5,5,3,5,2,1
31684,51.0,3.901972669574645,0.0,1,1,2,2,2,2,2,2,3,2,2,1
31685,42.0,4.036715449385464,0.0,0,1,3,4,3,4,4,4,4,4,5,1
31686,28.0,4.55650501400681,0.0,0,1,2,4,4,2,2,3,3,4,4,0
31687,22.0,3.8137484361598055,0.0,1,0,3,4,4,4,4,4,3,3,4,0
31688,43.9097214811653,5.35559521769951,0.0,0,1,4,1,1,3,3,4,5,4,1,1
31689,48.0,5.694035123201321,0.0,0,1,5,5,2,4,4,4,5,4,3,1
31690,31.699850778085697,4.532599493153256,0.0,1,0,2,4,4,5,2,4,5,4,4,0
31691,31.667574931880107,4.294969802105708,0.0,0,0,2,4,5,1,3,2,2,4,5,0
31692,20.0,3.836437018471551,0.6931471805599453,0,1,3,3,5,5,2,3,2,4,5,0
31693,64.0,4.92260521658922,0.6931471805599453,0,1,2,3,3,1,1,3,3,3,3,1
31694,56.0,3.269568939183719,0.0,0,1,2,3,5,4,5,3,3,4,5,0
31695,56.0,4.0310497118497866,0.0,1,1,1,4,1,2,3,2,2,2,3,0
31696,29.0,4.199905057882593,0.0,1,0,3,2,5,4,1,2,2,2,5,0
31697,27.0,4.754365752349944,0.0,1,0,2,3,3,5,3,4,5,5,3,0
31698,35.0,2.550226115908643,0.0,1,1,4,4,4,1,3,4,3,4,4,0
31699,37.0,5.92511104655796,0.0,1,1,3,3,4,3,3,3,4,3,4,0
31700,40.0,4.1424996041091475,0.0,1,1,2,3,2,1,1,3,4,3,2,0
31701,47.0,3.941193382727926,0.0,1,0,5,3,5,3,2,5,3,3,5,1
31702,53.0,4.338858139272503,0.0,0,1,4,4,3,4,4,3,3,3,3,0
31703,34.0,5.594822897547051,0.0,0,1,4,4,5,2,1,5,2,2,5,1
31704,37.0,4.149936935645806,0.0,1,1,1,1,4,2,2,5,4,5,4,1
31705,32.0,4.021773869387265,0.0,0,0,2,1,2,4,2,4,5,4,2,0
31706,41.0,4.801312461799358,0.0,1,1,4,2,4,2,4,5,4,1,4,0
31707,39.0,2.9601050959108397,0.0,0,0,2,4,5,4,5,3,1,4,5,0
31708,45.0,5.61953092220861,0.0,0,1,5,5,5,5,5,5,3,5,3,1
31709,58.0,3.6219380483600547,0.0,1,1,4,4,2,2,2,2,4,2,5,1
31710,31.667574931880107,3.895080284697834,0.0,0,0,0,3,4,4,3,5,5,5,4,0
31711,32.0,4.545844719903276,0.0,0,1,3,3,1,3,1,3,3,3,1,0
31712,34.0,3.7343307170178535,0.0,0,1,2,3,5,4,5,4,1,3,5,0
31713,56.0,3.9852734671677386,0.6931471805599453,0,1,1,1,3,2,2,4,1,4,3,0
31714,42.0,4.3657702121543585,0.0,1,1,5,5,3,4,4,4,3,4,3,1
31715,28.0,3.246490991901174,0.0,1,0,2,4,4,5,4,4,3,4,4,0
31716,55.0,5.1116865381659835,0.0,0,0,3,4,3,3,5,3,2,3,3,1
31717,35.0,5.58736101163895,0.0,0,1,5,4,1,2,5,4,3,5,3,0
31718,24.0,4.829433110570218,0.6931471805599453,0,0,5,5,5,4,2,5,4,5,5,1
31719,57.0,5.333732771768991,0.0,0,1,2,3,2,3,2,3,3,4,2,0
31720,43.92341907824223,3.5667118201397288,0.0,1,1,1,3,2,3,2,3,4,3,2,0
31721,23.0,4.206333064170148,0.0,0,0,1,2,5,2,1,3,4,3,5,0
31722,39.0,5.679558085765336,0.0,1,1,5,5,5,5,4,5,5,5,4,1
31723,32.0,4.482889551279259,0.0,1,1,1,1,3,3,4,3,3,2,3,0
31724,52.0,3.7864597824528,0.0,1,1,1,1,2,2,3,2,4,2,1,1
31725,18.0,5.320714663990075,0.0,0,1,3,3,3,2,3,4,2,4,3,0
31726,23.0,4.308380094505583,0.0,1,0,0,3,3,5,2,1,2,3,3,1
31727,47.0,5.991614535859107,0.0,0,1,2,2,2,4,4,4,3,4,3,1
31728,45.0,5.402632335812676,1.0986122886681098,0,1,4,4,2,4,4,3,2,1,2,1
31729,23.0,3.6354786773868213,0.0,1,0,5,3,1,3,5,5,5,4,1,1
31730,50.0,3.622739651609391,0.0,0,1,5,3,4,5,2,5,5,5,4,0
31731,57.0,5.105763639187833,0.0,1,1,5,5,2,3,3,3,4,3,3,0
31732,43.9097214811653,4.399375273008495,0.0,0,1,3,3,4,2,5,5,4,4,4,1
31733,30.0,4.272909070138343,0.0,0,1,5,5,3,1,4,4,1,4,3,0
31734,43.9097214811653,4.415340513703815,0.6931471805599453,0,1,4,3,5,4,5,5,3,5,5,0
31735,55.0,3.7383836490170252,0.0,0,0,4,2,2,5,1,3,2,5,2,0
31736,57.0,5.489474772004391,0.0,0,1,3,3,3,5,5,5,5,5,4,1
31737,41.0,4.344973570471171,0.0,1,1,2,2,5,5,5,5,5,5,4,1
31738,24.0,4.521353699894981,0.0,0,0,2,3,1,3,4,4,3,4,1,0
31739,45.0,4.870913350921119,0.0,0,1,3,1,5,3,3,3,4,3,2,0
31740,34.0,5.258328358331673,0.0,0,1,4,4,5,4,4,4,4,4,5,1
31741,29.0,4.2168571366974925,0.0,1,1,4,4,2,3,2,5,4,4,2,0
31742,29.0,3.640476714885769,0.0,1,0,2,1,1,5,1,4,1,5,1,0
31743,31.667574931880107,4.259859000699674,0.0,0,0,1,3,3,2,3,5,2,3,3,0
31744,32.0,3.288401887516811,0.0,1,0,2,2,1,3,3,5,5,5,1,0
31745,59.0,3.3666059368925363,0.0,0,1,5,5,4,4,2,4,2,4,4,0
31746,26.0,5.011235114168223,0.0,1,0,0,3,5,4,2,5,3,4,5,1
31747,24.0,3.6709700335703683,0.0,1,1,5,5,4,5,4,1,1,3,4,1
31748,25.0,3.5698143469549963,0.0,0,0,1,5,2,4,4,4,3,5,2,1
31749,47.0,4.551980357473973,0.0,1,1,5,5,1,4,4,4,2,4,1,0
31750,43.9097214811653,3.3311325072138684,0.6931471805599453,0,1,5,4,3,5,4,5,3,5,3,0
31751,20.0,4.0285608216760975,0.0,0,1,4,2,3,4,5,5,3,5,3,0
31752,35.0,3.9518204753022124,0.0,1,1,5,3,2,1,1,2,3,5,2,0
31753,46.0,3.1692653243148663,0.0,1,1,5,5,1,5,5,5,2,5,5,1
31754,38.0,5.200428865728911,0.6931471805599453,0,1,4,5,5,2,5,4,5,5,5,1
31755,41.0,1.4678743481123135,0.0,0,1,3,3,1,5,5,5,3,5,1,1
31756,52.0,3.087399462079815,0.0,0,1,5,5,3,4,4,4,2,4,1,0
31757,37.0,3.1293886583666644,0.0,0,0,0,4,4,1,4,3,5,3,4,0
31758,46.0,5.355264646989787,0.0,0,1,1,1,4,4,4,5,4,5,4,1
31759,63.0,3.0823685802135374,0.6931471805599453,1,1,1,1,2,5,5,5,5,5,5,1
31760,25.0,5.58863346690046,0.0,1,1,5,5,4,1,3,4,1,5,4,1
31761,34.0,4.393831680123644,0.0,1,0,1,1,2,3,3,5,5,4,2,0
31762,28.0,4.593502381120409,0.0,1,1,1,1,4,2,4,3,3,2,4,1
31763,33.0,3.717223927123079,1.0986122886681098,1,1,4,4,3,4,4,4,1,3,1,0
31764,44.0,3.398192872641857,0.0,0,1,1,1,3,4,5,4,3,4,3,0
31765,45.0,5.86348912005414,0.0,1,1,1,1,1,4,4,4,1,4,2,0
31766,30.0,2.8154087194227095,0.0,0,1,2,2,4,3,5,5,4,5,4,1
31767,49.0,4.1892000932347795,0.0,1,1,1,1,2,3,2,3,4,3,3,0
31768,49.0,5.339363335984038,0.0,0,1,4,4,3,4,4,4,3,4,3,1
31769,35.0,4.788324729085938,0.0,1,0,2,3,2,5,2,5,3,4,2,0
31770,21.0,4.741447804280639,0.0,0,0,3,2,5,3,5,3,3,2,5,0
31771,29.0,4.167285186623816,0.0,1,1,2,2,1,4,1,3,2,3,1,0
31772,42.0,3.1458749319837103,0.0,0,1,4,4,3,2,2,4,1,4,3,0
31773,27.0,5.551640886363379,0.0,0,0,5,1,0,3,4,5,1,3,1,1
31774,64.0,5.744540467128369,0.0,0,1,4,2,2,5,5,5,3,5,4,1
31775,54.0,3.6995720836526793,0.0,0,1,1,4,2,3,4,3,4,3,4,1
31776,23.0,3.414113606928702,0.0,1,1,2,2,4,2,3,1,1,2,4,0
31777,42.0,3.588506479967149,0.6931471805599453,0,0,5,4,5,4,3,4,3,5,5,0
31778,36.0,3.9560398908449206,0.0,1,1,2,2,2,4,4,4,4,3,2,0
31779,43.0,4.89425127935358,0.6931471805599453,1,1,5,1,2,5,2,5,5,5,5,0
31780,20.0,3.8110970868381857,1.0986122886681098,1,0,1,4,2,2,3,4,4,4,4,0
31781,55.0,3.01651481273652,0.0,0,1,1,1,2,4,4,4,5,4,4,1
31782,43.9097214811653,5.260096153727839,0.0,0,1,4,3,2,1,3,3,3,3,2,0
31783,48.0,3.900355200560464,0.6931471805599453,0,1,1,1,4,2,2,2,3,2,4,0
31784,23.0,4.970299292573381,0.0,0,0,4,4,4,3,4,4,3,5,4,1
31785,48.0,4.445353484534206,0.0,1,1,4,4,5,1,0,1,4,1,4,1
31786,43.0,4.414493824811383,0.0,0,1,2,1,2,4,4,4,3,4,4,1
31787,47.0,2.8986705607108596,0.0,0,1,3,4,4,4,5,1,1,5,4,1
31788,33.0,2.928523523860541,0.6931471805599453,0,0,2,1,4,4,2,5,3,4,4,0
31789,58.0,5.466370951544286,0.0,1,1,5,5,5,4,4,4,4,4,4,1
31790,37.0,5.940144936584692,0.0,0,1,3,3,1,4,4,4,3,4,2,0
31791,59.0,5.34924809521658,0.0,1,1,1,1,5,4,4,4,5,4,4,1
31792,43.9097214811653,4.62114195549779,0.0,0,1,5,1,1,5,5,5,3,5,1,0
31793,22.0,4.751432692966343,0.0,1,0,4,3,2,4,4,4,4,4,2,1
31794,38.0,4.858881738868719,0.0,0,1,1,1,2,3,5,2,1,3,2,0
31795,56.0,3.3054204262683866,0.0,0,1,5,5,2,4,5,4,4,4,3,1
31796,24.0,4.336767728268267,0.6931471805599453,0,1,4,4,5,5,5,5,5,4,5,1
31797,29.0,5.137913845055013,0.6931471805599453,0,1,3,3,3,2,5,2,3,4,3,0
31798,42.0,4.058544658090914,0.0,0,0,4,4,3,3,2,4,3,5,3,1
31799,50.0,5.163699669823092,0.0,1,1,2,2,5,3,3,3,4,3,4,0
31800,26.0,4.314416735011824,0.0,1,1,3,3,3,4,4,1,2,1,3,0
31801,58.0,5.874734082304489,0.0,0,1,1,1,5,4,4,4,2,4,3,1
31802,56.0,5.286649561680354,0.0,0,1,3,3,1,1,2,4,2,3,1,0
31803,26.0,4.017823424314358,0.0,1,0,1,2,1,1,1,3,4,2,1,0
31804,20.0,4.494462064003669,0.0,0,1,3,3,5,3,5,5,4,5,5,1
31805,43.9097214811653,4.5715099844954565,0.0,0,1,5,5,3,4,1,3,1,4,3,0
31806,31.0,4.140114296466289,0.0,0,1,3,3,4,2,3,1,1,2,4,1
31807,30.0,3.582963228522387,0.0,0,1,4,3,2,4,4,2,2,5,2,0
31808,32.0,5.161867433410139,0.0,0,1,4,4,5,3,4,5,5,4,5,1
31809,25.0,4.882574624028738,0.0,1,1,4,1,5,3,4,5,4,5,5,0
31810,23.0,2.2925347571405443,0.0,1,0,1,3,3,4,1,3,2,4,3,0
31811,55.0,3.6990772790903823,0.0,1,1,5,1,5,3,5,2,3,3,4,1
31812,25.0,5.775017275584651,0.0,1,1,2,2,2,4,2,4,3,4,2,0
31813,35.0,5.315862545763785,0.0,1,0,3,4,2,3,2,3,4,4,2,0
31814,23.0,5.538436022068208,0.0,0,1,2,2,2,4,4,4,3,3,2,0
31815,37.0,3.966700566718842,0.0,0,1,5,5,1,5,2,5,3,4,1,0
31816,52.0,5.917037293220041,0.0,0,1,2,2,1,5,5,5,2,5,3,1
31817,39.0,3.3032169733019514,0.0,1,1,4,4,4,5,5,5,4,5,4,1
31818,24.0,3.7054907199191334,0.0,1,0,4,1,5,5,3,5,3,5,5,0
31819,43.9097214811653,5.67462825722585,0.0,0,1,4,5,4,3,5,5,4,4,4,1
31820,25.0,5.550475882930771,0.0,1,1,1,1,2,3,1,3,4,2,2,0
31821,22.0,3.7727609380946383,0.0,0,1,3,4,3,1,3,3,1,4,3,0
31822,26.0,3.503152104185149,0.0,1,1,3,3,3,3,3,3,4,3,3,0
31823,45.0,4.421607859758004,0.6931471805599453,1,0,3,5,4,5,4,5,3,5,4,0
31824,63.0,3.8815637979434374,0.0,0,1,1,4,1,3,1,4,3,3,1,0
31825,43.9097214811653,3.8734900557113625,0.0,0,1,4,3,3,4,4,5,3,4,3,0
31826,41.0,3.6873783279876693,0.0,0,1,2,3,4,1,2,3,1,4,4,0
31827,60.0,5.429521052163381,0.0,1,1,1,1,4,5,4,5,3,5,1,0
31828,37.0,4.340944189572651,0.0,0,0,0,4,1,4,4,4,5,2,1,1
31829,19.0,2.851284369188118,0.0,0,1,5,4,5,4,2,5,5,4,5,0
31830,20.0,3.9632862993656874,0.0,1,1,2,2,3,2,1,4,2,4,3,0
31831,21.0,4.643621372362344,0.0,1,0,1,4,5,4,3,4,3,4,5,0
31832,34.0,5.968298269076143,0.0,0,1,5,5,2,4,4,4,3,4,5,1
31833,52.0,5.423142216993466,0.0,0,1,4,4,3,4,4,4,4,4,4,1
31834,33.0,4.952794294406406,0.0,0,1,5,3,4,5,2,4,5,5,4,0
31835,59.0,3.9406104622800586,0.0,0,1,2,3,5,1,2,4,2,4,5,0
31836,46.0,3.527830032595521,0.0,0,1,2,3,2,2,3,3,4,3,2,0
31837,27.0,4.986752353632924,0.0,0,1,3,3,4,1,1,1,5,5,4,1
31838,23.0,4.296468746312235,0.0,1,1,4,1,2,5,5,4,4,5,2,0
31839,23.0,4.1993049978585875,0.0,1,0,2,3,4,4,4,4,3,4,4,0
31840,48.0,5.5799939420479,0.0,0,1,1,1,3,5,5,5,4,5,4,1
31841,25.0,4.492896943505305,0.0,0,0,0,1,2,5,5,3,5,1,2,1
31842,51.0,5.705647401265714,0.0,0,1,4,4,3,5,5,5,3,5,3,1
31843,26.0,4.897317275399031,0.0,1,1,4,4,5,5,4,5,1,2,5,0
31844,45.0,1.6789639750827108,0.0,0,1,3,3,1,2,2,3,1,3,1,0
31845,22.0,3.100092288878234,0.0,1,1,5,4,3,5,4,5,5,4,3,0
31846,44.0,3.221272949467922,0.0,0,1,1,3,3,5,1,1,2,5,4,0
31847,67.0,3.9761239308346696,0.0,0,1,1,3,1,1,4,3,4,4,1,0
31848,28.0,2.711377991194885,0.0,1,1,5,2,2,4,5,4,3,5,2,0
31849,40.0,5.734408668197962,0.0,0,1,5,2,2,2,2,2,2,2,2,0
31850,48.0,5.557291274863074,0.0,0,1,4,3,1,4,1,2,3,4,1,0
31851,36.0,5.82165439525109,0.0,0,1,4,5,4,3,2,3,3,3,4,0
31852,27.0,4.729686060685659,0.0,0,1,3,3,2,1,4,4,4,4,2,0
31853,38.0,5.025326842839245,0.0,0,1,5,5,2,4,4,4,5,4,5,1
31854,24.0,4.419563238202607,0.0,0,0,2,4,3,3,3,4,1,4,3,0
31855,48.0,4.039184151044825,0.0,1,0,1,4,5,3,1,3,4,3,5,0
31856,39.0,4.4744918623459755,0.0,1,1,2,2,2,5,5,5,5,5,3,1
31857,36.0,5.730002375632231,0.0,1,1,2,2,2,3,3,2,2,3,2,0
31858,54.0,3.8130862575681226,0.6931471805599453,1,1,4,4,4,5,4,4,4,4,4,1
31859,45.0,5.412895271255472,0.0,0,1,5,5,3,3,3,3,3,3,5,1
31860,39.0,5.129662000517897,0.0,0,1,1,1,4,1,4,3,5,5,4,1
31861,52.0,5.842065062456208,0.0,0,1,4,4,2,4,5,4,5,4,5,1
31862,31.0,5.567810009799607,0.0,0,1,0,4,4,5,5,5,4,4,4,1
31863,35.0,4.4785860338786385,0.0,0,1,5,5,3,1,1,3,2,1,3,1
31864,50.0,4.840242308167575,0.0,0,0,5,1,5,3,3,3,1,2,5,1
31865,43.92341907824223,5.8067000086628875,0.0,1,1,1,1,4,5,5,5,4,4,4,1
31866,60.0,3.273742726309041,0.0,1,1,4,4,5,4,3,4,5,4,5,0
31867,39.0,3.4518904959776733,0.0,0,1,5,5,4,2,3,2,4,4,4,1
31868,27.0,4.169142772297287,0.0,1,0,2,1,4,5,4,5,2,2,4,0
31869,43.0,3.847804433101495,0.0,1,1,2,2,2,4,4,4,2,4,4,0
31870,46.0,5.123844924697481,0.0,1,1,3,3,1,4,4,4,2,4,3,1
31871,43.0,5.814130531825066,0.0,1,1,2,2,5,5,5,5,5,5,4,1
31872,58.0,3.8640924716705958,0.6931471805599453,0,1,2,2,2,2,2,2,4,2,4,0
31873,60.0,5.094056902235328,0.0,0,1,5,1,2,4,5,4,3,5,2,0
31874,37.0,4.0943445622221,0.0,0,0,4,2,5,5,4,5,5,5,5,0
31875,44.0,4.789656065611423,0.0,1,1,5,2,3,3,4,1,5,3,4,0
31876,63.0,5.377036121259428,0.0,0,1,2,2,1,3,3,3,2,3,2,0
31877,51.0,4.7561730595246186,0.0,0,1,2,2,4,4,3,3,3,3,4,0
31878,51.0,4.073801660990771,0.0,1,1,5,5,1,3,3,3,4,3,4,0
31879,60.0,5.4386443666393145,0.0,0,1,2,3,5,1,3,3,1,4,5,0
31880,51.0,3.139832617527748,0.0,0,1,4,3,2,5,5,3,5,2,2,0
31881,57.0,5.65469726696571,0.0,0,1,4,4,3,4,3,3,1,4,1,0
31882,47.0,3.488902962081261,0.0,1,0,3,3,2,2,3,1,1,2,2,0
31883,43.0,3.4855385300959063,0.0,1,1,4,3,4,3,3,3,5,3,3,0
31884,58.0,4.75030895165433,0.0,0,1,5,5,5,4,4,4,3,4,5,1
31885,20.0,5.4125385106380595,0.0,0,1,5,4,2,5,5,5,5,4,2,1
31886,41.0,5.985697952213645,1.0986122886681098,1,1,3,3,3,2,5,5,3,3,3,1
31887,18.0,4.0472529546882505,0.0,0,1,3,3,5,5,2,2,2,5,5,1
31888,49.0,5.383439459964859,0.0,1,1,3,3,3,5,5,5,5,5,3,1
31889,46.0,5.208283243844056,0.0,1,1,4,4,2,5,5,5,4,5,3,1
31890,39.0,3.185939324621936,0.0,1,0,3,3,5,5,4,4,3,4,5,0
31891,56.0,2.0412203288596382,0.0,1,1,1,1,2,5,5,4,3,5,4,1
31892,59.0,4.7236640800358805,0.0,0,1,2,2,5,3,3,3,2,3,4,0
31893,39.0,3.8251570724064843,0.0,0,1,5,3,2,4,4,4,5,2,2,0
31894,65.0,5.921819677402093,0.0,0,1,5,5,5,4,4,5,4,4,3,1
31895,28.0,5.03376571148511,0.0,1,0,5,1,3,1,4,4,3,4,3,0
31896,29.0,4.626442321263631,0.0,1,0,1,4,4,3,3,4,1,3,4,0
31897,22.0,3.6896291730044823,0.0,1,0,0,3,1,5,3,5,5,4,1,1
31898,47.0,4.296877159632186,0.0,1,1,5,5,5,5,5,5,5,5,1,1
31899,53.0,3.0506938316279655,0.0,1,1,1,1,5,4,4,4,5,4,5,1
31900,61.0,5.608775582188955,0.0,1,1,3,3,5,2,2,2,4,2,3,0
31901,26.0,4.755915072680517,0.0,1,1,3,3,4,3,3,5,4,5,4,1
31902,43.0,4.763881877142913,0.0,0,1,5,1,5,5,1,5,5,1,5,0
31903,43.92341907824223,4.472666836174998,0.0,1,1,1,1,4,1,2,4,4,5,4,1
31904,30.0,4.845210184962031,0.0,0,1,4,4,4,4,3,4,3,5,4,1
31905,18.0,4.93756268320693,0.0,0,0,2,4,3,5,2,4,4,4,3,0
31906,60.0,3.3775875160230218,0.0,0,1,1,1,3,4,3,4,4,3,3,0
31907,42.0,3.5322256440685598,0.0,0,1,2,4,5,1,3,4,1,4,5,0
31908,39.0,4.0444537926086355,0.6931471805599453,0,1,2,2,5,3,3,3,4,3,4,0
31909,39.0,5.83120776291144,0.6931471805599453,1,1,2,3,2,3,4,3,4,3,3,1
31910,55.0,5.41498867335173,0.0,0,1,2,2,2,4,4,4,5,4,4,1
31911,26.0,3.811539466849824,0.0,0,1,5,3,1,3,2,5,3,4,1,0
31912,47.0,5.172130366297652,0.0,0,1,2,2,5,4,4,4,4,4,4,1
31913,55.0,5.5531921160237,0.0,1,1,1,1,5,2,2,2,1,2,4,0
31914,47.0,3.9873159894635775,0.0,1,1,1,3,2,3,1,2,4,3,2,0
31915,21.0,3.997833661841257,0.0,0,1,4,4,5,3,3,4,5,4,5,0
31916,42.0,2.9652730660692823,0.0,1,0,0,1,5,1,2,4,1,2,5,0
31917,37.0,5.742137428532665,0.0,1,1,4,4,1,5,5,5,3,5,2,1
31918,29.0,4.549974550520141,0.6931471805599453,1,0,1,3,1,2,1,3,3,4,1,0
31919,24.0,3.7727609380946383,0.0,1,0,0,2,5,3,3,4,4,5,5,0
31920,63.0,2.67552700939665,0.0,0,1,2,2,2,2,4,3,1,4,2,0
31921,43.92341907824223,4.777525578470196,0.0,1,1,5,4,2,4,2,4,5,2,2,0
31922,37.0,3.3506055955460954,1.0986122886681098,1,0,5,3,1,1,3,3,1,5,1,0
31923,33.0,2.66374994220563,0.0,1,1,1,3,5,2,2,4,3,4,5,0
31924,43.92341907824223,5.105460507838699,0.0,1,1,5,3,5,4,5,3,3,5,5,0
31925,47.0,4.805577210328431,0.0,1,1,5,5,2,4,4,4,3,4,3,0
31926,53.0,3.697343532526066,0.0,1,1,1,1,2,3,3,3,4,3,3,0
31927,50.0,5.099256485749784,1.0986122886681098,1,1,1,1,5,2,4,4,5,5,5,1
31928,47.0,4.341334840010591,1.6094379124341003,0,1,4,1,3,4,5,5,1,4,1,0
31929,36.0,2.920469789053444,0.0,0,0,3,3,4,5,4,5,4,5,4,0
31930,25.0,4.046379057927225,0.0,1,0,4,4,5,4,5,4,5,4,5,0
31931,62.0,3.991203803302587,0.6931471805599453,0,1,5,5,4,1,3,4,4,5,4,1
31932,48.0,4.3212144952771245,0.0,1,0,2,4,1,1,3,4,3,4,1,0
31933,24.0,4.699115798830619,0.0,0,1,3,3,2,2,2,4,1,3,2,0
31934,24.0,4.335982696172475,0.0,1,0,0,1,4,4,2,4,4,4,4,1
31935,57.0,4.723219852761906,0.0,0,1,2,4,5,1,5,3,3,3,5,0
31936,43.9097214811653,2.5974910105351463,0.0,0,1,1,3,2,4,2,4,4,3,2,0
31937,40.0,4.536355869987732,0.0,1,1,3,3,3,3,5,4,2,3,3,0
31938,20.0,3.563032744247961,0.6931471805599453,1,0,1,4,5,3,2,4,3,4,5,0
31939,62.0,4.033178126984613,0.0,0,1,5,1,1,3,2,5,3,4,1,0
31940,40.0,3.245322994883049,0.0,0,1,5,5,3,5,5,5,4,5,3,1
31941,25.0,5.918248484776723,0.0,1,1,5,5,5,4,4,4,2,3,5,1
31942,59.0,3.936325297951111,0.0,0,1,1,1,4,2,2,2,4,2,4,1
31943,54.0,5.8295924671814365,0.0,1,1,1,1,5,4,4,4,4,4,3,1
31944,47.0,4.601463324056765,0.0,1,1,0,1,2,5,4,5,4,5,3,0
31945,43.9097214811653,4.305820308668628,0.0,0,1,3,4,3,3,3,3,2,3,3,0
31946,67.0,3.6485781573404106,0.0,1,1,5,4,4,2,5,2,4,2,4,1
31947,31.699850778085697,4.484357565771344,0.6931471805599453,1,0,2,3,2,3,4,3,4,4,2,0
31948,33.0,4.303659605599776,0.0,0,0,2,4,2,1,4,3,4,3,2,0
31949,21.0,3.686376323895818,0.0,0,1,1,3,2,4,1,3,1,4,2,0
31950,56.0,3.665098925448533,0.0,0,1,4,1,3,5,4,5,4,5,3,0
31951,47.0,5.92232880827312,0.6931471805599453,1,1,4,4,2,1,1,1,1,1,1,0
31952,21.0,6.004504160615785,0.0,0,1,2,2,4,4,4,4,3,4,4,1
31953,43.92341907824223,4.579031528378397,0.0,1,1,5,4,4,5,3,4,4,4,4,0
31954,23.0,3.099190981922221,0.0,1,0,3,3,5,4,1,2,2,1,5,1
31955,45.0,5.901074742379977,0.6931471805599453,1,1,5,5,1,2,4,3,1,1,1,0
31956,50.0,5.838342504718455,0.0,1,1,3,3,4,2,2,2,5,2,5,1
31957,24.0,3.8842406244156944,0.0,1,1,5,2,3,2,3,3,1,2,3,0
31958,24.0,4.506343831681196,0.0,1,0,3,3,2,1,3,3,1,4,2,0
31959,28.0,4.025530246221741,0.0,1,1,4,4,3,4,2,3,3,4,3,0
31960,20.0,4.925367850116552,0.0,0,1,2,2,3,3,1,4,4,3,3,0
31961,49.0,4.354526960971297,0.0,0,1,5,5,3,3,3,3,5,3,3,1
31962,47.0,5.624667114640657,0.0,0,1,1,1,3,4,4,4,5,4,3,1
31963,48.0,5.756343298721826,0.0,0,1,4,4,4,4,4,4,5,4,4,1
31964,42.0,5.945839369081707,0.0,0,1,4,4,4,2,4,5,4,3,4,1
31965,51.0,5.106066678676197,0.0,1,1,4,2,4,5,2,5,4,5,4,0
