,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
28462,3,4,3,4,4,4,2,4,3,0
28463,4,4,1,3,2,4,4,3,1,1
28465,5,1,1,4,3,5,5,5,1,0
28466,3,3,4,2,3,1,2,3,4,1
28467,4,4,3,4,4,4,5,4,4,1
28468,4,4,5,4,4,4,2,4,4,1
28469,5,1,2,5,4,5,4,5,2,0
28470,4,4,3,3,4,3,3,3,5,1
28471,3,3,5,3,2,4,4,5,5,1
28472,5,1,2,1,2,1,4,1,5,0
28473,5,5,3,5,5,5,3,5,3,1
28475,0,5,5,5,3,4,4,3,5,0
28476,4,2,3,2,3,2,5,2,3,0
28478,4,4,4,4,1,4,4,3,4,0
28479,3,3,5,2,2,2,3,2,4,1
28480,4,4,5,5,5,5,4,5,4,1
28481,2,2,4,4,3,4,3,4,4,1
28482,1,1,2,3,5,3,3,4,2,0
28486,3,4,1,4,1,4,2,3,1,0
28488,5,1,1,5,2,5,3,4,1,0
28489,3,3,1,1,1,1,1,2,1,0
28490,3,4,5,1,1,1,4,1,2,0
28492,3,3,2,3,3,3,3,3,1,0
28493,5,5,4,5,2,4,3,5,4,0
28494,3,3,4,3,4,4,4,1,4,0
28496,5,1,5,2,4,2,5,2,5,1
28497,4,4,5,4,2,4,5,5,5,1
28498,4,4,4,3,4,5,5,4,4,1
28500,4,4,2,5,3,5,3,5,3,0
28501,1,3,1,1,3,2,4,2,1,0
28502,4,5,2,4,4,4,3,5,2,0
28503,5,5,5,4,4,4,5,4,5,1
28504,5,3,4,4,3,4,4,4,4,0
28505,5,5,4,5,5,4,3,4,4,0
28506,3,3,1,1,1,1,3,1,3,0
28507,4,4,4,4,5,4,4,5,4,1
28508,3,3,4,4,4,5,4,5,4,1
28510,4,5,4,3,2,4,4,4,4,0
28511,1,2,3,1,1,1,4,3,3,0
28512,1,1,2,3,3,3,2,4,2,0
28513,5,4,4,5,4,5,4,4,4,0
28514,1,1,2,5,4,5,4,5,5,1
28515,1,1,2,4,4,4,3,4,4,1
28516,4,4,4,5,5,5,4,5,3,1
28517,4,4,1,2,2,2,1,2,3,0
28518,5,4,5,3,2,3,3,3,5,0
28519,5,3,4,4,3,5,4,5,4,1
28520,4,4,5,3,4,3,3,3,5,1
28521,4,3,4,1,3,4,1,4,4,0
28523,5,1,3,4,5,4,3,5,3,0
28524,5,3,3,1,1,2,2,1,3,0
28525,4,4,4,3,4,5,4,5,4,1
28526,5,4,2,5,3,5,3,5,5,0
28527,5,5,5,4,4,4,3,4,5,1
28528,1,1,1,4,4,4,1,4,4,1
28529,2,1,1,4,1,4,3,4,2,0
28531,5,1,5,4,4,4,3,4,5,0
28532,5,2,4,4,4,4,3,5,3,0
28533,2,2,3,4,5,4,5,4,5,1
28534,4,1,3,2,3,2,5,2,4,0
28535,2,2,2,3,4,3,3,3,4,1
28536,2,2,3,1,5,3,4,3,3,0
28537,2,2,2,5,5,5,3,5,5,1
28539,5,3,3,4,2,4,4,4,3,0
28542,3,3,5,1,4,4,5,2,5,1
28543,1,1,3,3,4,2,3,1,3,0
28544,0,4,5,1,3,2,2,4,5,1
28545,4,1,5,3,2,3,3,3,4,0
28549,2,3,3,4,2,3,2,3,3,1
28550,3,2,2,4,4,2,4,3,2,0
28551,3,3,2,1,2,4,3,4,2,0
28552,1,1,2,5,5,5,4,5,4,1
28553,5,5,5,3,5,4,3,5,5,1
28554,2,4,3,5,3,4,4,1,4,0
28555,3,3,2,5,4,5,5,5,4,1
28556,4,3,5,3,2,1,3,3,5,1
28557,5,4,1,3,4,5,5,5,5,0
28558,0,2,3,5,5,5,4,5,3,1
28559,1,1,5,3,3,3,3,3,5,1
28560,4,4,4,4,4,4,1,4,1,0
28562,5,5,2,2,3,2,2,2,2,0
28564,4,4,2,5,5,5,3,5,4,1
28566,0,4,4,3,0,3,4,3,2,0
28567,4,4,4,5,5,5,3,5,5,1
28568,4,4,2,3,3,3,3,3,3,0
28569,1,2,4,4,3,3,2,3,4,0
28570,3,3,2,5,5,5,3,5,4,1
28571,3,4,2,1,5,4,1,3,2,0
28572,4,4,2,3,2,4,2,4,2,0
28575,4,4,5,5,5,5,4,4,5,1
28576,1,1,4,1,3,2,2,5,4,1
28577,3,3,5,5,4,3,5,4,5,1
28579,4,3,4,2,0,2,4,2,5,0
28580,2,4,3,4,4,4,3,4,5,1
28581,3,3,2,3,2,5,3,5,2,1
28582,3,1,1,5,2,5,1,5,3,0
28583,4,4,4,3,3,4,3,5,4,1
28584,4,5,4,3,1,2,3,2,4,0
28587,2,4,5,3,5,4,4,4,5,0
28590,1,4,5,2,4,3,3,4,5,0
28591,4,4,5,4,1,2,1,5,5,1
28593,1,1,3,4,4,5,2,4,2,1
28594,5,4,5,5,1,2,1,5,5,0
28596,4,4,5,5,2,5,1,5,4,0
28597,5,1,3,5,4,3,4,4,3,0
28598,2,3,1,2,3,3,4,3,4,0
28599,5,5,4,5,4,5,4,5,3,1
28600,4,4,3,3,5,4,3,5,3,1
28601,4,1,2,1,4,4,3,2,2,0
28602,3,3,2,4,4,4,2,4,3,1
28604,3,3,2,1,4,3,4,3,2,0
28605,5,5,1,4,3,5,3,4,1,0
28606,2,4,4,4,4,3,3,4,3,0
28607,2,2,4,2,2,3,2,5,4,1
28608,2,2,4,2,3,2,3,3,4,1
28609,5,1,1,3,3,4,5,4,1,0
28610,4,4,1,1,3,3,1,3,1,0
28611,5,5,2,5,5,5,4,5,4,1
28612,5,4,4,4,2,4,4,4,4,0
28613,1,4,1,4,3,2,2,3,1,0
28614,4,4,4,5,5,5,5,5,3,1
28615,4,1,3,3,4,3,4,3,5,0
28616,4,3,5,4,1,3,4,4,5,0
28618,1,1,2,2,3,2,3,2,2,0
28619,2,2,3,1,5,2,4,2,3,0
28620,5,2,2,3,2,5,3,4,2,0
28621,4,1,2,4,3,3,5,4,5,0
28622,5,5,4,4,4,4,3,4,5,1
28624,2,2,5,5,5,4,3,5,4,1
28625,4,1,3,4,5,4,4,4,3,0
28626,1,1,2,4,3,3,2,4,2,0
28627,1,1,3,2,2,2,3,2,4,0
28628,2,2,5,2,2,2,5,1,5,1
28629,4,3,5,4,3,4,2,3,5,0
28630,5,2,4,4,4,5,3,5,4,0
28633,4,3,3,4,3,4,4,4,4,0
28634,4,4,3,5,5,5,4,5,5,1
28635,5,5,2,4,5,3,4,3,2,0
28638,1,1,2,4,4,4,2,4,1,1
28639,4,4,4,3,5,5,5,1,4,1
28640,4,4,5,4,4,4,5,4,4,1
28641,2,2,1,3,2,3,1,4,1,0
28642,4,4,3,2,2,2,4,2,1,0
28643,1,1,3,5,5,5,1,5,2,1
28645,2,2,3,2,2,2,4,2,2,0
28646,2,2,5,4,5,4,3,4,5,1
28647,3,4,2,1,5,4,3,4,2,0
28650,2,3,4,1,2,3,4,2,4,0
28651,5,5,4,5,5,5,4,5,5,1
28652,4,4,3,4,4,2,4,1,3,0
28653,5,5,1,5,2,5,4,4,1,0
28655,1,1,1,3,3,3,1,3,4,1
28656,5,2,1,4,4,4,5,1,1,0
28657,4,4,5,4,4,4,5,4,5,1
28659,4,4,5,4,4,4,2,4,1,1
28660,4,4,3,3,1,3,4,3,3,0
28661,1,1,5,2,2,2,1,2,4,0
28662,0,2,2,4,3,3,1,4,2,1
28664,2,2,3,4,3,4,3,3,3,0
28665,5,2,1,4,4,5,3,4,1,0
28667,5,5,2,2,4,3,3,3,2,0
28668,2,2,2,4,4,4,4,4,5,1
28670,5,5,3,4,4,4,3,4,5,1
28671,5,5,2,4,4,4,4,4,4,1
28672,3,3,3,5,5,5,4,5,5,1
28673,1,1,1,4,2,3,3,4,1,0
28674,5,5,2,1,5,4,4,4,2,0
28675,4,4,5,5,4,4,5,5,5,0
28676,2,2,5,4,4,4,4,4,3,1
28678,4,4,3,2,2,2,1,2,2,0
28679,1,3,2,4,2,4,3,4,1,0
28680,4,5,5,5,2,4,4,4,5,0
28681,5,5,3,3,2,4,3,4,3,1
28682,4,2,5,3,4,4,3,5,5,1
28683,0,2,5,3,1,5,5,3,5,0
28684,4,4,2,5,3,4,1,1,2,0
28685,2,3,1,3,1,3,2,2,1,0
28687,4,2,3,4,5,1,1,3,3,0
28688,4,1,2,5,4,5,3,5,2,0
28689,3,3,4,4,1,3,4,4,4,1
28692,2,2,2,3,3,3,1,3,2,0
28693,4,4,4,3,2,4,2,4,4,0
28694,4,4,4,3,2,4,2,4,4,0
28696,1,1,3,3,5,3,4,4,3,0
28697,5,3,5,4,2,4,3,4,1,0
28698,1,1,1,4,3,4,2,4,1,0
28699,3,3,2,4,2,1,5,4,2,0
28700,4,3,1,2,5,4,1,3,1,1
28701,4,4,3,4,2,4,1,4,3,0
28702,1,4,4,3,3,3,5,3,5,0
28703,4,3,2,2,1,2,5,2,5,0
28704,4,5,5,2,1,2,1,1,5,0
28705,4,4,1,1,2,3,2,4,1,0
28706,4,1,3,5,1,5,5,5,3,0
28708,1,4,3,4,4,4,4,4,5,1
28709,4,5,2,2,2,2,4,2,5,1
28710,4,4,4,5,4,5,5,5,4,1
28711,2,2,1,2,2,2,2,2,3,0
28713,4,4,3,1,2,3,1,2,3,0
28714,5,5,5,2,2,1,3,2,3,0
28715,2,4,3,2,1,3,4,4,3,0
28716,4,4,3,3,3,3,2,3,4,0
28717,1,1,3,4,1,3,2,2,3,0
28719,1,3,4,3,4,4,4,4,4,0
28720,2,2,1,1,1,1,4,1,1,0
28721,3,3,2,1,4,1,4,1,4,0
28722,1,4,1,1,5,3,4,3,1,0
28723,0,2,3,3,5,5,4,4,3,0
28724,5,2,4,4,1,4,3,4,4,0
28727,3,3,2,5,5,5,4,5,5,1
28728,3,2,1,5,3,3,3,4,3,0
28729,3,3,1,2,2,2,3,2,2,0
28730,4,4,2,2,3,2,1,2,2,0
28731,4,4,2,1,4,5,2,5,2,0
28733,2,2,2,2,2,2,1,2,3,0
28734,5,5,3,4,4,2,1,2,3,0
28735,1,1,3,5,5,5,3,5,4,1
28736,5,5,2,5,5,5,3,5,4,1
28737,4,3,1,3,4,4,4,4,1,0
28738,5,5,2,2,2,2,2,2,3,0
28739,5,5,4,5,3,4,3,5,4,1
28740,1,1,4,2,5,5,4,3,4,1
28741,5,5,2,4,4,4,3,4,3,0
28742,4,4,4,3,3,5,3,5,4,1
28744,5,5,1,5,2,5,5,4,1,1
28745,5,5,5,4,4,4,5,4,4,1
28746,3,3,2,5,5,5,3,4,2,1
28747,3,3,5,2,3,2,3,2,3,1
28748,3,3,5,2,2,2,3,2,4,0
28749,1,3,2,4,5,4,3,3,2,0
28750,3,3,3,4,4,4,4,4,3,1
28751,2,2,2,3,3,3,3,3,1,0
28752,5,1,2,5,2,5,3,5,4,0
28753,1,1,5,1,1,1,4,1,3,0
28754,2,2,2,3,2,2,2,4,2,0
28756,5,3,3,5,4,2,1,3,3,0
28758,4,3,1,5,3,5,3,3,1,0
28759,4,4,4,5,5,5,3,5,4,1
28760,2,2,3,4,4,4,3,4,4,1
28763,5,3,3,2,3,1,1,3,3,0
28765,4,4,2,2,2,2,5,2,3,1
28766,1,1,4,4,4,4,5,4,5,1
28767,5,4,3,2,4,2,2,2,3,0
28769,5,5,3,5,5,5,3,5,3,1
28770,4,4,4,4,2,5,3,5,4,1
28771,3,2,4,1,3,1,3,1,4,0
28772,4,4,4,3,3,3,4,3,2,0
28773,4,4,3,3,3,5,4,5,3,0
28774,2,2,5,3,4,4,5,3,5,1
28775,4,3,4,5,5,5,4,4,4,0
28777,4,2,3,4,4,5,3,5,3,0
28778,4,4,4,5,5,4,3,5,4,1
28779,5,5,3,4,4,4,4,4,5,1
28781,4,2,4,4,4,5,4,4,4,0
28783,5,5,2,2,4,4,3,3,2,0
28785,5,3,5,4,3,5,4,5,5,0
28788,4,4,5,2,1,2,5,2,5,0
28789,5,3,2,5,4,5,5,4,2,0
28790,1,1,4,2,2,2,4,2,3,1
28791,4,4,1,2,1,1,2,1,1,0
28792,2,2,5,5,5,5,5,5,5,1
28793,3,3,4,3,3,3,2,3,2,0
28794,5,5,2,3,3,3,3,3,2,0
28795,2,2,2,3,2,4,3,4,2,1
28796,5,4,2,2,4,2,4,2,4,1
28797,1,3,4,5,5,5,3,5,3,1
28799,1,1,1,2,3,3,2,4,1,0
28800,4,2,3,4,2,4,5,4,4,0
28801,1,1,3,3,3,4,3,5,3,1
28803,5,3,3,4,5,5,3,4,3,0
28804,1,3,2,2,3,3,1,3,2,0
28805,2,5,3,2,2,2,4,2,1,0
28806,4,3,2,3,4,4,3,4,2,0
28808,5,5,2,5,5,4,4,5,2,0
28809,2,2,5,4,3,4,5,4,5,1
28810,3,3,4,2,1,2,1,2,3,0
28811,5,4,5,4,3,5,5,4,5,0
28813,4,4,4,2,2,5,4,4,4,1
28814,3,3,3,3,2,3,4,4,3,0
28816,4,4,4,4,5,1,4,1,4,1
28817,4,3,4,4,3,4,4,4,3,0
28818,4,3,4,3,5,3,3,4,4,0
28819,1,3,5,4,5,4,3,3,5,1
28820,4,3,5,3,2,3,4,3,3,0
28821,3,4,4,4,2,3,1,4,4,0
28823,1,1,1,4,5,4,1,4,3,1
28824,2,2,2,4,4,4,3,4,2,0
28825,4,4,5,5,5,5,5,5,3,1
28826,1,4,5,5,5,5,2,5,2,1
28827,4,1,2,4,5,5,5,5,2,0
28828,4,4,3,5,4,1,5,2,3,1
28829,5,2,5,4,2,4,5,5,5,0
28830,1,1,2,2,2,2,5,2,3,1
28831,5,4,5,5,3,5,3,5,3,0
28832,5,2,3,1,5,2,4,1,3,1
28833,3,3,2,4,4,4,5,4,3,1
28834,5,3,2,4,3,5,5,5,2,0
28835,4,4,4,4,4,5,3,4,4,0
28837,2,2,4,5,5,1,3,2,4,1
28838,0,4,3,4,2,5,4,5,3,0
28839,3,4,5,5,1,5,2,4,5,0
28840,1,4,1,2,5,3,2,3,1,0
28841,5,1,3,4,3,5,5,4,3,0
28842,5,3,5,1,2,3,2,1,2,1
28843,3,3,4,1,1,4,2,2,4,1
28844,4,4,2,5,5,5,5,5,4,1
28845,4,3,3,3,4,5,3,4,3,0
28846,0,1,1,3,4,5,3,3,1,1
28849,1,1,3,5,5,5,4,5,5,1
28850,5,3,3,5,3,3,3,5,3,0
28851,5,4,1,5,1,5,4,1,1,0
28852,1,3,1,4,2,4,2,4,4,0
28853,2,2,3,2,2,4,4,4,3,0
28854,3,3,4,1,1,1,2,1,3,0
28855,4,2,1,4,5,4,3,4,1,0
28857,3,3,5,4,4,5,4,4,4,1
28858,5,4,5,5,5,4,4,2,5,0
28860,4,4,5,5,4,4,5,4,5,1
28862,2,2,5,1,5,5,3,5,5,1
28865,2,3,2,1,5,4,2,4,2,0
28866,2,2,3,4,4,4,3,4,4,1
28867,4,4,2,4,4,4,5,4,4,1
28868,2,2,1,4,4,4,4,4,3,0
28869,5,5,5,5,5,5,5,5,4,1
28871,1,1,5,5,2,5,5,4,5,1
28872,1,1,3,4,5,4,5,4,3,1
28873,4,4,2,5,5,5,4,5,3,1
28874,5,5,2,5,5,5,2,5,1,1
28876,2,2,3,5,5,5,4,5,4,1
28877,4,4,5,4,4,4,5,4,4,1
28879,1,4,2,5,2,3,2,5,1,0
28880,5,5,5,2,4,1,2,3,5,1
28881,1,2,5,3,0,4,1,3,2,0
28882,3,3,5,5,5,5,3,5,3,1
28883,3,3,4,4,4,4,4,4,3,1
28884,3,3,5,4,4,4,4,4,4,1
28885,5,5,2,3,3,4,3,3,1,0
28886,4,4,5,5,2,4,4,4,5,1
28887,5,3,2,4,4,5,3,5,2,0
28889,4,4,3,4,4,4,4,4,3,1
28890,1,3,2,4,3,3,1,2,2,0
28891,4,4,3,3,4,3,3,3,5,1
28892,1,3,4,2,4,3,2,2,4,0
28894,3,3,5,1,1,2,4,2,5,1
28895,4,4,4,4,4,4,4,4,1,0
28896,4,3,3,5,2,5,5,4,3,0
28897,3,4,3,3,4,4,4,3,3,0
28898,5,2,2,5,2,4,4,4,2,0
28899,4,4,3,4,4,4,4,4,1,1
28900,1,4,3,2,2,2,4,2,2,0
28901,5,5,4,3,4,4,3,4,4,0
28902,3,3,2,3,1,3,4,2,2,1
28903,4,3,4,4,3,4,3,5,4,0
28904,1,1,4,4,5,5,3,4,4,1
28905,5,4,2,3,2,5,3,5,2,0
28907,3,3,4,2,5,5,4,2,4,1
28908,3,4,5,5,4,5,5,4,5,0
28910,5,5,5,3,4,5,3,5,5,0
28911,5,2,2,5,5,5,4,5,4,1
28912,5,5,4,5,5,5,3,5,5,1
28914,1,1,2,4,4,4,3,4,5,1
28915,4,4,5,5,4,3,5,1,5,1
28916,3,3,2,3,3,3,2,3,3,0
28917,5,3,5,5,5,5,4,5,5,1
28918,5,3,5,3,5,3,5,3,1,1
28920,5,3,3,5,5,4,3,5,3,0
28921,4,3,3,3,5,5,4,4,3,0
28922,5,3,1,3,2,4,5,4,1,0
28923,5,3,4,3,4,5,5,5,4,0
28924,2,2,2,4,4,4,4,4,2,0
28925,4,3,4,4,3,4,4,4,4,0
28926,3,3,5,5,5,5,5,4,5,1
28927,4,4,2,3,3,2,2,3,4,0
28928,4,4,5,4,4,4,3,4,5,1
28931,4,4,4,4,4,4,4,4,5,1
28933,4,4,3,4,5,3,3,3,3,0
28935,1,1,5,3,2,3,1,3,5,1
28937,3,3,4,4,4,4,4,4,3,1
28938,3,3,3,2,4,4,3,4,3,0
28941,3,2,3,3,2,3,3,5,3,0
28942,5,2,2,4,3,4,5,4,2,0
28943,4,4,2,4,1,2,2,3,2,0
28944,2,2,4,2,5,1,4,3,4,1
28945,4,4,3,2,5,4,1,4,3,0
28947,2,2,1,4,4,4,1,4,1,1
28948,4,4,5,3,1,2,2,3,5,1
28949,5,2,5,5,0,5,5,5,5,0
28950,0,2,4,1,1,1,4,1,4,0
28951,5,4,3,5,5,4,4,4,3,1
28953,2,2,2,4,4,4,5,4,5,1
28955,5,5,2,4,4,3,4,4,1,0
28956,3,3,5,4,4,4,3,4,3,1
28957,5,5,4,4,4,4,2,4,2,0
28958,5,3,3,5,4,4,3,4,3,0
28959,3,3,4,4,4,4,3,4,1,1
28960,4,5,2,4,3,3,4,4,2,1
28961,4,3,1,2,3,4,4,4,1,0
28964,1,5,2,5,2,3,2,1,2,0
28965,1,1,5,3,3,3,3,3,4,1
28966,1,1,5,5,3,4,5,5,5,1
28967,2,2,2,4,4,4,3,4,4,1
28968,5,5,4,3,3,3,2,3,2,0
28969,1,1,3,3,2,1,3,2,3,1
28970,2,2,3,4,1,3,1,4,3,0
28971,1,1,2,4,1,3,3,2,2,0
28972,5,3,2,4,2,3,3,4,4,0
28973,4,3,5,5,1,3,5,5,3,0
28974,4,4,2,4,4,4,5,4,3,1
28975,4,3,1,4,3,4,4,4,1,0
28976,4,5,3,3,3,5,3,4,3,0
28977,2,2,4,3,4,3,3,3,5,1
28978,1,2,2,1,5,3,2,3,2,0
28980,2,2,4,5,5,4,4,4,4,1
28981,2,2,5,3,1,3,5,1,5,1
28982,4,4,4,4,4,4,4,4,4,1
28983,1,1,5,3,3,5,5,4,5,1
28984,5,5,1,2,2,2,3,2,2,0
28985,5,3,2,5,3,4,3,4,2,0
28986,4,4,2,4,4,4,2,4,4,1
28987,5,5,3,4,4,4,3,4,3,1
28988,1,5,5,4,4,4,5,4,4,1
28989,4,4,4,2,5,4,3,3,4,0
28990,5,3,2,4,5,4,3,5,2,0
28992,3,4,4,5,4,5,5,3,4,0
28993,1,1,4,5,4,5,4,5,4,1
28995,4,4,2,4,4,4,5,4,4,1
28996,5,5,3,4,4,4,4,4,4,1
28997,5,1,2,4,2,1,5,4,4,0
28999,4,4,3,4,4,5,3,4,3,1
29000,5,5,1,2,2,2,4,3,1,0
29001,2,2,5,5,5,5,5,5,3,1
29002,1,1,5,5,5,5,2,5,2,1
29003,1,1,5,5,5,5,3,5,5,1
29004,3,3,2,3,3,3,4,3,3,0
29006,0,3,5,4,2,4,3,4,3,0
29007,5,5,5,5,2,5,4,4,5,1
29009,5,5,2,3,3,4,3,4,2,0
29010,1,3,1,3,3,3,2,3,1,0
29011,4,4,2,5,4,5,5,5,4,1
29012,4,4,4,2,2,3,2,3,4,0
29013,5,5,2,5,5,5,3,5,4,1
29014,3,3,3,3,3,2,1,5,3,0
29015,4,2,1,4,5,4,5,4,1,0
29017,4,4,1,4,4,4,3,4,4,1
29018,3,3,5,5,3,4,2,2,5,0
29019,1,1,4,3,4,3,1,4,4,0
29020,4,4,1,3,3,3,2,3,1,0
29022,5,2,5,3,3,3,5,3,3,0
29023,4,2,4,4,2,4,5,4,4,0
29024,5,5,4,5,5,4,3,4,4,1
29025,5,3,4,2,1,2,3,2,4,1
29027,3,1,3,4,5,5,2,2,3,0
29028,4,4,1,4,2,4,3,5,1,0
29030,4,4,4,5,2,4,5,5,4,1
29031,4,4,3,1,1,1,4,1,1,0
29032,4,4,3,4,4,2,3,3,3,0
29033,1,1,5,1,1,3,4,3,5,1
29034,4,4,1,2,3,5,3,2,5,0
29035,2,2,4,2,3,4,1,5,4,1
29036,1,1,2,3,4,3,3,3,5,1
29038,4,4,4,3,4,4,3,3,4,0
29041,5,4,3,2,4,1,1,5,3,0
29042,5,5,2,2,5,4,1,3,2,0
29043,2,2,2,2,2,2,1,2,1,0
29044,2,2,1,2,3,4,3,3,1,0
29045,2,2,4,3,1,4,4,5,4,1
29046,2,2,4,3,5,5,4,3,4,1
29047,4,2,4,2,3,4,5,2,4,0
29048,2,2,2,2,2,2,3,2,5,1
29049,4,4,3,3,4,4,2,3,3,0
29050,5,5,2,4,4,4,4,4,5,1
29051,5,2,2,5,2,5,5,5,2,0
29052,4,4,1,5,5,5,3,5,2,1
29054,4,5,2,3,3,4,4,5,2,0
29055,1,2,4,4,3,2,1,2,4,0
29056,5,5,5,4,4,4,1,4,1,1
29057,5,4,4,4,5,5,4,5,4,0
29058,3,3,4,4,4,4,4,4,4,1
29059,4,3,5,2,3,2,5,2,5,0
29060,5,3,3,3,3,4,5,5,3,1
29061,1,1,5,5,3,4,5,3,5,1
29062,2,2,4,4,4,4,3,4,4,1
29064,1,1,1,1,2,2,3,2,1,0
29065,1,1,2,1,2,2,4,2,2,0
29066,1,1,3,4,4,4,4,4,1,1
29067,3,3,5,4,4,4,4,4,5,1
29068,4,4,4,4,4,4,5,4,4,1
29069,2,2,5,4,3,5,4,4,5,1
29070,1,1,4,3,5,4,4,1,4,1
29072,1,1,2,4,4,4,4,4,1,1
29073,5,5,2,4,4,4,5,4,4,1
29074,1,1,3,1,3,2,1,2,3,0
29075,2,2,5,1,5,2,2,5,5,1
29076,5,5,1,2,2,3,2,2,3,0
29077,2,2,5,1,2,5,2,2,5,1
29078,0,2,1,3,5,5,3,5,1,0
29079,4,3,4,5,4,4,4,5,4,0
29080,4,4,5,5,5,4,5,4,5,0
29081,2,4,2,4,1,3,2,4,2,0
29083,0,2,5,5,3,2,4,3,5,1
29085,3,3,5,5,5,5,5,5,4,1
29086,1,1,4,4,4,4,4,4,5,1
29087,1,1,2,3,3,2,3,2,2,0
29088,2,2,2,4,4,4,4,4,4,1
29089,4,2,2,3,5,4,3,3,3,0
29090,5,5,5,4,5,5,5,2,5,1
29091,3,3,3,4,4,4,3,4,1,1
29093,4,2,3,1,3,5,5,1,3,0
29095,4,4,3,4,5,4,4,5,3,0
29096,5,4,3,4,3,4,4,4,3,0
29097,5,5,5,2,1,2,2,2,1,0
29098,5,2,2,4,3,4,3,5,2,0
29100,1,1,4,4,3,2,4,4,4,1
29101,4,4,3,2,2,2,4,2,2,0
29102,5,2,4,4,3,2,2,4,4,0
29103,1,1,3,5,5,5,4,5,5,1
29104,2,2,3,4,4,4,4,4,3,1
29105,2,3,3,2,5,3,3,3,3,0
29106,3,3,5,4,4,4,4,4,5,1
29109,2,2,5,4,4,4,4,4,5,1
29111,4,4,4,5,5,5,5,5,4,1
29112,4,1,3,4,3,4,1,4,3,0
29114,5,2,5,1,1,1,5,1,3,0
29115,3,3,4,1,1,3,2,3,4,0
29117,5,4,2,5,5,5,5,5,5,1
29119,1,1,2,5,5,5,4,5,5,1
29120,5,1,4,5,5,4,4,5,4,0
29121,5,5,5,1,1,4,5,2,5,1
29122,2,2,3,1,1,1,2,1,2,0
29124,5,5,5,3,3,4,5,3,5,1
29125,4,4,4,4,5,4,1,3,4,1
29126,2,3,2,3,3,3,4,3,4,1
29127,4,4,2,2,2,3,3,3,2,0
29128,0,2,3,5,4,4,1,3,1,0
29129,2,2,3,5,5,5,5,5,5,1
29132,2,3,2,1,3,3,3,3,2,0
29133,2,2,5,5,5,5,4,5,5,1
29134,4,4,2,1,3,4,1,3,2,0
29135,5,5,5,4,4,2,1,4,5,1
29136,4,4,3,5,5,5,3,5,3,1
29137,5,2,3,3,3,5,5,5,3,0
29138,2,2,4,5,5,5,4,5,4,1
29140,2,2,4,4,4,4,4,4,4,0
29141,2,2,2,5,5,5,4,5,3,1
29142,3,3,4,3,5,4,3,4,4,1
29143,5,2,2,3,5,4,3,5,2,0
29144,1,1,1,3,3,3,1,3,1,0
29145,2,2,2,4,4,4,3,4,5,1
29147,1,2,3,2,4,2,3,2,2,0
29148,3,3,5,3,2,4,3,2,5,1
29149,1,1,3,1,1,2,5,4,3,1
29150,3,3,3,3,1,1,3,2,3,0
29151,3,3,5,5,5,4,4,5,5,1
29152,2,2,3,1,4,2,4,2,3,1
29154,5,2,1,5,3,5,3,4,1,0
29155,1,1,1,1,1,1,4,1,3,0
29157,4,5,5,3,4,4,3,5,5,0
29159,4,4,4,5,4,5,5,5,4,1
29160,2,3,3,2,5,4,1,4,3,0
29161,5,5,3,3,4,3,5,3,5,1
29162,4,5,3,4,4,5,2,4,2,0
29164,0,1,2,2,4,4,5,2,4,1
29165,2,3,4,1,2,1,3,1,2,0
29166,1,1,5,4,4,4,4,4,3,1
29167,5,2,5,3,2,1,3,2,5,0
29168,1,1,3,5,5,5,4,5,4,1
29170,2,2,5,2,2,2,4,2,5,1
29171,5,3,4,4,4,4,4,5,4,0
29172,3,3,4,5,3,5,3,5,4,1
29173,1,1,5,3,2,2,2,3,5,1
29174,1,3,2,2,3,3,3,3,2,0
29175,4,4,3,3,4,4,4,4,3,0
29177,5,5,1,4,3,5,4,4,1,0
29178,5,5,4,2,3,5,3,3,4,1
29179,1,5,2,3,3,3,2,3,4,0
29180,2,2,4,1,1,2,3,2,4,0
29181,5,5,2,4,4,4,3,4,3,1
29182,1,1,4,3,4,3,2,3,2,1
29184,2,2,3,5,5,5,3,5,4,1
29185,5,5,2,4,5,5,3,4,5,1
29186,5,5,4,5,5,5,5,5,5,1
29187,1,1,3,4,2,2,1,2,3,0
29188,5,3,5,4,4,4,5,4,4,1
29189,1,1,4,4,4,4,3,4,4,1
29190,4,4,4,2,5,1,5,1,4,0
29191,4,4,5,3,3,3,4,3,4,0
29192,3,5,3,3,1,1,2,1,3,0
29193,1,3,2,4,2,4,4,3,2,0
29195,5,5,2,2,3,4,1,4,2,0
29196,4,4,3,3,2,3,5,3,3,0
29197,2,2,3,3,3,3,4,3,1,0
29198,5,5,5,5,5,5,3,5,3,1
29199,2,2,3,5,5,5,3,5,4,1
29200,3,3,4,5,5,5,5,5,5,1
29201,5,4,2,2,2,2,5,2,4,0
29202,5,5,1,4,5,4,3,5,1,0
29204,2,2,2,3,3,4,1,3,2,0
29205,5,5,3,4,4,4,4,4,3,1
29206,1,3,2,2,3,3,1,2,1,0
29208,1,1,4,2,2,2,1,2,4,0
29209,4,3,4,1,3,4,2,3,4,0
29210,3,2,2,2,3,1,4,5,2,0
29212,5,1,5,3,2,4,3,4,5,1
29213,2,2,3,4,4,4,4,4,4,1
